order_item_id,order_id,product_id,quantity,unit_price,subtotal
99,34,4,1,92.04,92.04
100,35,67,1,190.73,190.73
101,36,97,4,209.59,838.36
102,36,71,3,312.55,937.65
103,36,39,1,237.28,237.28
104,36,77,1,178.9,178.9
105,37,60,1,121.06,121.06
106,37,18,4,146.65,586.6
107,37,32,5,57.95,289.75
108,37,29,2,423.54,847.08
109,37,97,3,209.59,628.77
110,38,75,3,311.66,934.98
111,38,54,4,74.12,296.48
112,38,64,5,312.37,1561.85
113,39,40,2,326.09,652.18
114,39,26,2,130.53,261.06
115,39,23,3,412.71,1238.13
116,39,48,2,429.54,859.08
117,39,25,1,11.18,11.18
118,40,17,5,281.39,1406.95
119,40,46,2,374.01,748.02
120,40,95,3,86.4,259.2
121,41,53,1,22.25,22.25
122,41,86,3,414.94,1244.82
123,42,76,1,151.43,151.43
124,42,40,1,326.09,326.09
125,42,14,3,130.42,391.26
126,42,62,3,286.67,860.01
127,42,4,4,92.04,368.16
128,43,11,3,168.45,505.35
129,44,24,5,275.67,1378.35
130,44,71,1,312.55,312.55
131,44,32,4,57.95,231.8
132,44,59,1,368.02,368.02
133,45,53,4,22.25,89.0
134,45,73,2,255.68,511.36
135,45,81,5,144.13,720.65
136,46,44,4,21.09,84.36
137,46,99,4,456.46,1825.84
138,47,17,2,281.39,562.78
139,48,18,4,146.65,586.6
140,49,85,5,471.23,2356.15
141,49,51,5,418.71,2093.55
142,49,70,1,300.78,300.78
143,50,90,3,55.53,166.59
144,50,57,3,29.46,88.38
145,50,39,2,237.28,474.56
146,50,25,1,11.18,11.18
147,51,28,5,359.53,1797.65
148,51,82,5,156.37,781.85
149,51,46,4,374.01,1496.04
150,52,41,4,375.65,1502.6
151,52,57,1,29.46,29.46
152,52,7,4,433.96,1735.84
153,52,59,2,368.02,736.04
154,52,72,2,261.32,522.64
155,53,54,2,74.12,148.24
156,53,49,2,480.88,961.76
157,53,86,2,414.94,829.88
158,53,42,4,98.37,393.48
159,53,2,3,53.34,160.02
160,54,46,5,374.01,1870.05
161,54,48,1,429.54,429.54
162,54,50,1,36.53,36.53
163,54,2,5,53.34,266.7
164,54,29,1,423.54,423.54
165,55,82,4,156.37,625.48
166,55,59,1,368.02,368.02
167,55,38,5,489.74,2448.7
168,55,62,1,286.67,286.67
169,55,86,4,414.94,1659.76
170,56,96,3,492.83,1478.49
171,56,9,2,203.37,406.74
172,57,45,5,497.1,2485.5
173,57,80,5,457.79,2288.95
174,58,56,4,240.86,963.44
175,58,67,3,190.73,572.19
176,58,96,3,492.83,1478.49
177,59,63,3,211.11,633.33
178,60,44,1,21.09,21.09
179,60,84,5,376.31,1881.55
180,60,42,2,98.37,196.74
181,61,41,3,375.65,1126.95
182,61,28,1,359.53,359.53
183,61,36,2,73.48,146.96
184,61,63,5,211.11,1055.55
185,62,60,5,121.06,605.3
186,63,94,2,188.36,376.72
187,63,71,2,312.55,625.1
188,63,15,3,94.91,284.73
189,63,3,3,257.12,771.36
190,64,45,2,497.1,994.2
191,65,61,1,178.01,178.01
192,65,27,2,181.58,363.16
193,65,99,1,456.46,456.46
194,65,21,5,293.04,1465.2
195,66,62,3,286.67,860.01
196,67,73,2,255.68,511.36
197,67,89,5,394.77,1973.85
198,67,48,2,429.54,859.08
199,67,99,3,456.46,1369.38
200,68,64,2,312.37,624.74
201,69,82,5,156.37,781.85
202,69,34,2,204.25,408.5
203,69,85,4,471.23,1884.92
204,69,99,1,456.46,456.46
205,70,88,1,359.38,359.38
206,70,63,4,211.11,844.44
207,70,9,5,203.37,1016.85
208,70,7,3,433.96,1301.88
209,70,52,5,356.18,1780.9
210,71,79,4,265.68,1062.72
211,71,68,4,334.58,1338.32
212,72,7,3,433.96,1301.88
213,72,29,4,423.54,1694.16
214,73,53,4,22.25,89.0
215,73,12,3,32.82,98.46
216,73,18,2,146.65,293.3
217,73,74,2,379.85,759.7
218,73,34,5,204.25,1021.25
219,74,49,2,480.88,961.76
220,74,9,3,203.37,610.11
221,74,78,3,113.55,340.65
222,75,23,5,412.71,2063.55
223,75,62,3,286.67,860.01
224,76,12,4,32.82,131.28
225,76,1,3,222.0,666.0
226,77,90,5,55.53,277.65
227,77,55,1,91.47,91.47
228,78,100,4,8.67,34.68
229,78,65,5,135.24,676.2
230,78,64,5,312.37,1561.85
231,78,68,5,334.58,1672.9
232,79,22,1,101.68,101.68
233,79,56,1,240.86,240.86
234,79,15,3,94.91,284.73
235,80,32,4,57.95,231.8
236,80,75,2,311.66,623.32
237,81,63,4,211.11,844.44
238,81,42,2,98.37,196.74
239,81,23,3,412.71,1238.13
240,81,48,5,429.54,2147.7
241,81,69,2,175.72,351.44
242,82,25,1,11.18,11.18
243,82,78,3,113.55,340.65
244,82,73,5,255.68,1278.4
245,82,18,3,146.65,439.95
246,82,65,5,135.24,676.2
247,83,23,4,412.71,1650.84
248,84,62,4,286.67,1146.68
249,84,51,2,418.71,837.42
250,84,48,4,429.54,1718.16
251,84,71,5,312.55,1562.75
252,85,100,3,8.67,26.01
253,85,59,4,368.02,1472.08
254,85,70,5,300.78,1503.9
255,85,4,5,92.04,460.2
256,86,91,2,309.97,619.94
257,86,7,4,433.96,1735.84
258,86,91,2,309.97,619.94
259,86,86,5,414.94,2074.7
260,86,2,1,53.34,53.34
261,87,30,1,495.43,495.43
262,87,44,2,21.09,42.18
263,87,94,4,188.36,753.44
264,88,7,3,433.96,1301.88
265,88,63,2,211.11,422.22
266,88,56,1,240.86,240.86
267,89,69,1,175.72,175.72
268,90,32,2,57.95,115.9
269,90,69,3,175.72,527.16
270,90,77,3,178.9,536.7
271,90,97,4,209.59,838.36
272,91,51,2,418.71,837.42
273,92,79,5,265.68,1328.4
274,93,23,4,412.71,1650.84
275,93,84,1,376.31,376.31
276,93,64,5,312.37,1561.85
277,93,16,5,191.0,955.0
278,93,4,4,92.04,368.16
279,94,61,5,178.01,890.05
280,95,74,3,379.85,1139.55
281,95,44,1,21.09,21.09
282,95,70,2,300.78,601.56
283,96,52,3,356.18,1068.54
284,96,14,1,130.42,130.42
285,96,75,5,311.66,1558.3
286,97,73,3,255.68,767.04
287,98,93,3,385.7,1157.1
288,99,93,5,385.7,1928.5
289,100,95,2,86.4,172.8
290,100,39,1,237.28,237.28
291,100,50,5,36.53,182.65
292,100,49,1,480.88,480.88
293,100,17,3,281.39,844.17
294,101,73,3,255.68,767.04
295,101,31,1,411.63,411.63
296,101,47,3,93.04,279.12
297,102,36,1,73.48,73.48
298,102,74,1,379.85,379.85
299,102,54,4,74.12,296.48
300,102,47,2,93.04,186.08
301,103,11,2,168.45,336.9
302,103,7,5,433.96,2169.8
303,103,71,1,312.55,312.55
304,103,61,3,178.01,534.03
305,103,79,1,265.68,265.68
306,104,63,3,211.11,633.33
307,104,73,2,255.68,511.36
308,105,59,4,368.02,1472.08
309,105,71,3,312.55,937.65
310,105,18,5,146.65,733.25
311,105,77,1,178.9,178.9
312,105,30,1,495.43,495.43
313,106,82,5,156.37,781.85
314,106,20,5,212.29,1061.45
315,107,69,4,175.72,702.88
316,108,67,1,190.73,190.73
317,108,16,4,191.0,764.0
318,108,67,1,190.73,190.73
319,108,47,3,93.04,279.12
320,108,79,4,265.68,1062.72
321,109,94,3,188.36,565.08
322,109,1,4,222.0,888.0
323,109,60,5,121.06,605.3
324,110,50,1,36.53,36.53
325,111,14,5,130.42,652.1
326,111,65,4,135.24,540.96
327,111,90,1,55.53,55.53
328,111,85,4,471.23,1884.92
329,112,75,5,311.66,1558.3
330,112,49,2,480.88,961.76
331,112,38,4,489.74,1958.96
332,112,92,5,179.48,897.4
333,113,35,3,21.67,65.01
334,114,43,3,454.59,1363.77
335,114,95,2,86.4,172.8
336,114,75,1,311.66,311.66
337,114,93,4,385.7,1542.8
338,114,15,5,94.91,474.55
339,115,94,3,188.36,565.08
340,115,69,1,175.72,175.72
341,116,96,2,492.83,985.66
342,116,34,2,204.25,408.5
343,116,91,5,309.97,1549.85
344,117,68,3,334.58,1003.74
345,117,41,3,375.65,1126.95
346,117,66,2,82.04,164.08
347,117,97,3,209.59,628.77
348,118,35,5,21.67,108.35
349,118,58,2,428.71,857.42
350,119,17,5,281.39,1406.95
351,119,90,2,55.53,111.06
352,119,65,3,135.24,405.72
353,120,32,2,57.95,115.9
354,120,5,4,339.29,1357.16
355,120,56,1,240.86,240.86
356,120,14,2,130.42,260.84
357,121,62,3,286.67,860.01
358,121,30,3,495.43,1486.29
359,121,34,2,204.25,408.5
360,121,37,4,150.09,600.36
361,121,76,4,151.43,605.72
362,122,13,5,326.19,1630.95
363,122,9,1,203.37,203.37
364,122,31,4,411.63,1646.52
365,122,25,3,11.18,33.54
366,122,37,1,150.09,150.09
367,123,31,1,411.63,411.63
368,123,77,3,178.9,536.7
369,123,95,3,86.4,259.2
370,123,33,2,477.57,955.14
371,123,29,1,423.54,423.54
372,124,56,2,240.86,481.72
373,125,45,4,497.1,1988.4
374,126,35,1,21.67,21.67
375,126,13,3,326.19,978.57
376,127,21,3,293.04,879.12
377,128,21,5,293.04,1465.2
378,128,72,3,261.32,783.96
379,128,88,1,359.38,359.38
380,128,27,2,181.58,363.16
381,128,76,5,151.43,757.15
382,129,83,1,70.7,70.7
383,129,40,3,326.09,978.27
384,129,33,1,477.57,477.57
385,130,7,1,433.96,433.96
386,130,25,2,11.18,22.36
387,130,9,2,203.37,406.74
388,131,45,1,497.1,497.1
389,131,40,1,326.09,326.09
390,132,76,1,151.43,151.43
391,132,81,2,144.13,288.26
392,132,100,3,8.67,26.01
393,132,80,5,457.79,2288.95
394,132,96,3,492.83,1478.49
395,133,95,3,86.4,259.2
396,133,57,4,29.46,117.84
397,133,98,2,471.22,942.44
398,133,89,2,394.77,789.54
399,134,32,3,57.95,173.85
400,134,31,5,411.63,2058.15
401,135,68,1,334.58,334.58
402,136,35,1,21.67,21.67
403,137,50,2,36.53,73.06
404,137,21,4,293.04,1172.16
405,137,40,5,326.09,1630.45
406,137,59,3,368.02,1104.06
407,138,71,4,312.55,1250.2
408,138,4,2,92.04,184.08
409,138,29,1,423.54,423.54
410,138,30,5,495.43,2477.15
411,139,23,3,412.71,1238.13
412,139,3,4,257.12,1028.48
413,140,39,2,237.28,474.56
414,140,29,3,423.54,1270.62
415,140,50,1,36.53,36.53
416,140,43,4,454.59,1818.36
417,140,42,4,98.37,393.48
418,141,87,5,436.57,2182.85
419,142,41,4,375.65,1502.6
420,143,76,2,151.43,302.86
421,143,32,4,57.95,231.8
422,143,67,5,190.73,953.65
423,144,72,3,261.32,783.96
424,145,74,2,379.85,759.7
425,145,5,4,339.29,1357.16
426,145,1,2,222.0,444.0
427,146,42,5,98.37,491.85
428,146,45,5,497.1,2485.5
429,147,78,1,113.55,113.55
430,148,62,3,286.67,860.01
431,148,55,3,91.47,274.41
432,148,84,4,376.31,1505.24
433,148,11,3,168.45,505.35
434,149,16,4,191.0,764.0
435,149,61,1,178.01,178.01
436,149,50,2,36.53,73.06
437,149,44,5,21.09,105.45
438,149,88,3,359.38,1078.14
439,150,76,5,151.43,757.15
440,150,48,5,429.54,2147.7
441,150,67,2,190.73,381.46
442,151,87,3,436.57,1309.71
443,151,59,5,368.02,1840.1
444,151,22,4,101.68,406.72
445,151,14,4,130.42,521.68
446,151,34,3,204.25,612.75
447,152,95,1,86.4,86.4
448,152,28,5,359.53,1797.65
449,153,36,1,73.48,73.48
450,153,14,1,130.42,130.42
451,153,69,3,175.72,527.16
452,154,66,3,82.04,246.12
453,154,84,5,376.31,1881.55
454,154,56,1,240.86,240.86
455,154,13,2,326.19,652.38
456,154,9,1,203.37,203.37
457,155,7,2,433.96,867.92
458,155,87,5,436.57,2182.85
459,155,21,5,293.04,1465.2
460,155,30,1,495.43,495.43
461,156,61,4,178.01,712.04
462,157,61,3,178.01,534.03
463,157,39,4,237.28,949.12
464,157,74,5,379.85,1899.25
465,157,31,2,411.63,823.26
466,158,83,5,70.7,353.5
467,158,11,5,168.45,842.25
468,158,96,5,492.83,2464.15
469,158,32,2,57.95,115.9
470,159,67,2,190.73,381.46
471,159,57,4,29.46,117.84
472,160,5,5,339.29,1696.45
473,160,25,1,11.18,11.18
474,160,10,4,152.55,610.2
475,160,46,2,374.01,748.02
476,161,93,3,385.7,1157.1
477,161,90,4,55.53,222.12
478,161,53,1,22.25,22.25
479,162,49,3,480.88,1442.64
480,162,86,3,414.94,1244.82
481,162,8,1,145.01,145.01
482,163,56,1,240.86,240.86
483,163,87,5,436.57,2182.85
484,164,71,5,312.55,1562.75
485,164,36,5,73.48,367.4
486,165,75,4,311.66,1246.64
487,165,54,3,74.12,222.36
488,166,6,4,169.11,676.44
489,166,83,5,70.7,353.5
490,166,74,3,379.85,1139.55
491,166,44,3,21.09,63.27
492,166,35,2,21.67,43.34
493,167,98,1,471.22,471.22
494,167,65,1,135.24,135.24
495,167,79,2,265.68,531.36
496,167,25,2,11.18,22.36
497,168,27,2,181.58,363.16
498,169,76,4,151.43,605.72
499,169,32,2,57.95,115.9
500,170,74,4,379.85,1519.4
501,170,31,4,411.63,1646.52
502,171,76,5,151.43,757.15
503,171,49,1,480.88,480.88
504,171,73,4,255.68,1022.72
505,171,77,2,178.9,357.8
506,171,78,5,113.55,567.75
507,172,22,3,101.68,305.04
508,173,87,5,436.57,2182.85
509,173,10,1,152.55,152.55
510,173,64,3,312.37,937.11
511,173,87,1,436.57,436.57
512,174,62,1,286.67,286.67
513,174,52,4,356.18,1424.72
514,174,59,3,368.02,1104.06
515,175,69,2,175.72,351.44
516,175,27,1,181.58,181.58
517,175,65,3,135.24,405.72
518,175,57,3,29.46,88.38
519,175,53,3,22.25,66.75
520,176,26,1,130.53,130.53
521,176,89,5,394.77,1973.85
522,176,36,1,73.48,73.48
523,176,60,5,121.06,605.3
524,177,6,5,169.11,845.55
525,177,74,2,379.85,759.7
526,177,39,4,237.28,949.12
527,177,70,3,300.78,902.34
528,178,81,1,144.13,144.13
529,179,49,2,480.88,961.76
530,180,40,5,326.09,1630.45
531,180,96,2,492.83,985.66
532,180,95,3,86.4,259.2
533,180,67,5,190.73,953.65
534,180,77,5,178.9,894.5
535,181,47,1,93.04,93.04
536,181,97,5,209.59,1047.95
537,182,37,4,150.09,600.36
538,182,19,5,448.42,2242.1
539,182,27,1,181.58,181.58
540,182,16,1,191.0,191.0
541,183,69,1,175.72,175.72
542,183,4,3,92.04,276.12
543,183,73,5,255.68,1278.4
544,184,43,1,454.59,454.59
545,184,21,1,293.04,293.04
546,185,70,2,300.78,601.56
547,185,39,4,237.28,949.12
548,185,59,4,368.02,1472.08
549,185,62,1,286.67,286.67
550,186,5,2,339.29,678.58
551,186,56,1,240.86,240.86
552,186,23,3,412.71,1238.13
553,186,69,5,175.72,878.6
554,187,99,5,456.46,2282.3
555,187,73,2,255.68,511.36
556,188,81,5,144.13,720.65
557,188,53,5,22.25,111.25
558,188,46,2,374.01,748.02
559,188,2,4,53.34,213.36
560,188,23,5,412.71,2063.55
561,189,86,4,414.94,1659.76
562,190,85,5,471.23,2356.15
563,190,39,1,237.28,237.28
564,190,52,2,356.18,712.36
565,190,38,4,489.74,1958.96
566,191,32,2,57.95,115.9
567,192,12,4,32.82,131.28
568,192,12,1,32.82,32.82
569,192,84,2,376.31,752.62
570,193,44,1,21.09,21.09
571,193,30,4,495.43,1981.72
572,193,51,3,418.71,1256.13
573,193,94,4,188.36,753.44
574,194,43,3,454.59,1363.77
575,194,71,3,312.55,937.65
576,194,95,4,86.4,345.6
577,194,58,1,428.71,428.71
578,195,9,4,203.37,813.48
579,196,19,5,448.42,2242.1
580,196,8,3,145.01,435.03
581,196,15,3,94.91,284.73
582,196,80,1,457.79,457.79
583,197,95,3,86.4,259.2
584,197,8,5,145.01,725.05
585,198,57,1,29.46,29.46
586,198,11,5,168.45,842.25
587,199,68,1,334.58,334.58
588,199,43,3,454.59,1363.77
589,200,24,4,275.67,1102.68
590,200,6,1,169.11,169.11
591,200,26,1,130.53,130.53
592,201,26,1,130.53,130.53
593,201,48,3,429.54,1288.62
594,201,62,3,286.67,860.01
595,201,3,3,257.12,771.36
596,202,20,5,212.29,1061.45
597,202,83,4,70.7,282.8
598,202,97,2,209.59,419.18
599,203,72,2,261.32,522.64
600,204,37,3,150.09,450.27
601,204,77,1,178.9,178.9
602,204,80,4,457.79,1831.16
603,204,88,5,359.38,1796.9
604,205,60,1,121.06,121.06
605,206,13,5,326.19,1630.95
606,206,98,1,471.22,471.22
607,206,4,2,92.04,184.08
608,206,23,2,412.71,825.42
609,206,56,5,240.86,1204.3
610,207,63,5,211.11,1055.55
611,208,2,2,53.34,106.68
612,209,67,5,190.73,953.65
613,209,24,4,275.67,1102.68
614,209,5,5,339.29,1696.45
615,210,61,2,178.01,356.02
616,210,26,4,130.53,522.12
617,210,53,5,22.25,111.25
618,210,30,4,495.43,1981.72
619,211,99,3,456.46,1369.38
620,211,31,5,411.63,2058.15
621,211,89,1,394.77,394.77
622,211,71,2,312.55,625.1
623,212,81,2,144.13,288.26
624,212,29,3,423.54,1270.62
625,212,74,5,379.85,1899.25
626,212,27,4,181.58,726.32
627,213,42,5,98.37,491.85
628,213,90,3,55.53,166.59
629,213,18,5,146.65,733.25
630,213,6,1,169.11,169.11
631,213,15,4,94.91,379.64
632,214,64,1,312.37,312.37
633,215,11,1,168.45,168.45
634,215,98,5,471.22,2356.1
635,215,83,5,70.7,353.5
636,216,40,5,326.09,1630.45
637,216,69,1,175.72,175.72
638,216,70,1,300.78,300.78
639,216,4,3,92.04,276.12
640,216,89,1,394.77,394.77
641,217,21,3,293.04,879.12
642,217,32,1,57.95,57.95
643,217,59,1,368.02,368.02
644,218,33,4,477.57,1910.28
645,218,9,2,203.37,406.74
646,218,81,2,144.13,288.26
647,218,83,4,70.7,282.8
648,219,18,4,146.65,586.6
649,220,32,4,57.95,231.8
650,220,13,2,326.19,652.38
651,221,11,5,168.45,842.25
652,221,67,2,190.73,381.46
653,221,57,4,29.46,117.84
654,221,49,2,480.88,961.76
655,222,98,2,471.22,942.44
656,223,63,2,211.11,422.22
657,223,62,4,286.67,1146.68
658,223,16,2,191.0,382.0
659,223,47,1,93.04,93.04
660,224,82,3,156.37,469.11
661,225,11,3,168.45,505.35
662,225,74,4,379.85,1519.4
663,225,58,4,428.71,1714.84
664,226,51,1,418.71,418.71
665,227,65,1,135.24,135.24
666,227,6,3,169.11,507.33
667,227,7,1,433.96,433.96
668,227,15,5,94.91,474.55
669,227,71,1,312.55,312.55
670,228,76,1,151.43,151.43
671,229,2,5,53.34,266.7
672,230,48,2,429.54,859.08
673,230,87,5,436.57,2182.85
674,230,29,5,423.54,2117.7
675,230,3,3,257.12,771.36
676,230,79,2,265.68,531.36
677,231,32,1,57.95,57.95
678,231,47,4,93.04,372.16
679,231,52,3,356.18,1068.54
680,231,10,2,152.55,305.1
681,232,11,4,168.45,673.8
682,232,3,3,257.12,771.36
683,232,31,3,411.63,1234.89
684,233,97,4,209.59,838.36
685,233,25,4,11.18,44.72
686,233,86,4,414.94,1659.76
687,233,31,3,411.63,1234.89
688,234,49,2,480.88,961.76
689,234,30,1,495.43,495.43
690,234,31,4,411.63,1646.52
691,234,71,3,312.55,937.65
692,234,43,1,454.59,454.59
693,235,84,5,376.31,1881.55
694,235,40,3,326.09,978.27
695,235,36,2,73.48,146.96
696,235,31,4,411.63,1646.52
697,236,15,5,94.91,474.55
698,237,54,4,74.12,296.48
699,237,75,4,311.66,1246.64
700,237,7,3,433.96,1301.88
701,238,2,2,53.34,106.68
702,238,54,1,74.12,74.12
703,239,74,3,379.85,1139.55
704,239,75,2,311.66,623.32
705,239,20,5,212.29,1061.45
706,239,24,3,275.67,827.01
707,240,18,4,146.65,586.6
708,241,6,4,169.11,676.44
709,242,6,3,169.11,507.33
710,243,96,1,492.83,492.83
711,243,81,1,144.13,144.13
712,243,35,4,21.67,86.68
713,243,33,4,477.57,1910.28
714,244,29,5,423.54,2117.7
715,244,59,1,368.02,368.02
716,245,75,2,311.66,623.32
717,245,24,4,275.67,1102.68
718,245,77,1,178.9,178.9
719,246,40,5,326.09,1630.45
720,246,39,4,237.28,949.12
721,247,9,4,203.37,813.48
722,248,98,4,471.22,1884.88
723,248,8,1,145.01,145.01
724,248,12,3,32.82,98.46
725,248,11,1,168.45,168.45
726,248,33,5,477.57,2387.85
727,249,50,2,36.53,73.06
728,249,51,5,418.71,2093.55
729,249,58,3,428.71,1286.13
730,249,87,4,436.57,1746.28
731,249,28,3,359.53,1078.59
732,250,45,2,497.1,994.2
733,251,50,2,36.53,73.06
734,251,96,4,492.83,1971.32
735,251,5,4,339.29,1357.16
736,252,3,4,257.12,1028.48
737,252,65,1,135.24,135.24
738,252,12,2,32.82,65.64
739,252,97,2,209.59,419.18
740,253,6,2,169.11,338.22
741,253,19,3,448.42,1345.26
742,254,70,4,300.78,1203.12
743,255,7,1,433.96,433.96
744,255,29,5,423.54,2117.7
745,256,80,2,457.79,915.58
746,256,82,1,156.37,156.37
747,256,100,5,8.67,43.35
748,257,77,3,178.9,536.7
749,257,69,2,175.72,351.44
750,257,39,2,237.28,474.56
751,258,75,1,311.66,311.66
752,258,22,3,101.68,305.04
753,258,55,2,91.47,182.94
754,259,90,2,55.53,111.06
755,259,9,1,203.37,203.37
756,259,66,2,82.04,164.08
757,260,52,4,356.18,1424.72
758,260,30,2,495.43,990.86
759,260,17,2,281.39,562.78
760,260,17,3,281.39,844.17
761,260,52,1,356.18,356.18
762,261,71,1,312.55,312.55
763,261,15,4,94.91,379.64
764,261,89,5,394.77,1973.85
765,261,58,3,428.71,1286.13
766,261,25,1,11.18,11.18
767,262,28,3,359.53,1078.59
768,262,93,3,385.7,1157.1
769,262,43,4,454.59,1818.36
770,262,83,5,70.7,353.5
771,262,16,2,191.0,382.0
772,263,65,2,135.24,270.48
773,263,94,3,188.36,565.08
774,263,33,1,477.57,477.57
775,263,64,2,312.37,624.74
776,264,52,2,356.18,712.36
777,264,64,5,312.37,1561.85
778,264,74,4,379.85,1519.4
779,264,87,3,436.57,1309.71
780,265,27,1,181.58,181.58
781,266,30,2,495.43,990.86
782,266,85,3,471.23,1413.69
783,266,51,5,418.71,2093.55
784,266,44,1,21.09,21.09
785,267,39,5,237.28,1186.4
786,267,86,3,414.94,1244.82
787,267,82,2,156.37,312.74
788,267,41,2,375.65,751.3
789,267,97,3,209.59,628.77
790,268,43,5,454.59,2272.95
791,268,12,4,32.82,131.28
792,268,68,1,334.58,334.58
793,268,63,5,211.11,1055.55
794,268,91,3,309.97,929.91
795,269,72,1,261.32,261.32
796,269,13,3,326.19,978.57
797,269,65,1,135.24,135.24
798,269,13,2,326.19,652.38
799,269,57,5,29.46,147.3
800,270,48,2,429.54,859.08
801,270,50,1,36.53,36.53
802,270,99,1,456.46,456.46
803,270,41,4,375.65,1502.6
804,270,74,3,379.85,1139.55
805,271,93,3,385.7,1157.1
806,271,28,1,359.53,359.53
807,271,54,2,74.12,148.24
808,272,68,5,334.58,1672.9
809,272,75,1,311.66,311.66
810,272,83,3,70.7,212.1
811,272,2,3,53.34,160.02
812,272,28,1,359.53,359.53
813,273,65,2,135.24,270.48
814,273,10,4,152.55,610.2
815,273,6,4,169.11,676.44
816,273,99,1,456.46,456.46
817,274,21,3,293.04,879.12
818,274,95,5,86.4,432.0
819,274,54,2,74.12,148.24
820,274,37,1,150.09,150.09
821,274,58,4,428.71,1714.84
822,275,100,2,8.67,17.34
823,276,38,3,489.74,1469.22
824,277,55,4,91.47,365.88
825,277,51,4,418.71,1674.84
826,277,50,1,36.53,36.53
827,278,17,1,281.39,281.39
828,278,7,3,433.96,1301.88
829,278,26,5,130.53,652.65
830,279,26,2,130.53,261.06
831,279,39,1,237.28,237.28
832,279,28,5,359.53,1797.65
833,279,40,2,326.09,652.18
834,279,52,5,356.18,1780.9
835,280,100,2,8.67,17.34
836,280,6,5,169.11,845.55
837,280,42,5,98.37,491.85
838,281,78,1,113.55,113.55
839,282,58,5,428.71,2143.55
840,282,7,3,433.96,1301.88
841,282,47,4,93.04,372.16
842,282,6,3,169.11,507.33
843,282,90,4,55.53,222.12
844,283,84,4,376.31,1505.24
845,283,60,5,121.06,605.3
846,283,14,1,130.42,130.42
847,283,55,2,91.47,182.94
848,283,78,1,113.55,113.55
849,284,84,1,376.31,376.31
850,284,38,3,489.74,1469.22
851,284,46,1,374.01,374.01
852,284,52,3,356.18,1068.54
853,285,83,1,70.7,70.7
854,285,53,5,22.25,111.25
855,286,61,5,178.01,890.05
856,286,76,3,151.43,454.29
